city,bathrooms,bedrooms,balconies,postedOn,furnishing,facing,flrNum,totalFlrNum,RentOrSale,locality,carpetArea,carpetAreaUnit,Lat,Long,noOfLifts,rentPrice,securityDeposit,maintenanceCharges,maintenanceChargesFrequency,firstMonthCharges,brokerage,exactPrice,sqftPrice,Bank & ATM,Golf Course,Early Learning Centre,Kids Play Area,Security,Meditation Area,Park,Multipurpose Courts,Intercom Facility,Rain Water Harvesting,AEROBICS ROOM,DTH Television Facility,Banquet Hall,Piped Gas,Earth quake resistant,Private Garden,Skydeck,Internet/Wi-Fi Connectivity,Cafeteria/Food Court,Grand Entrance lobby,Event Space & Amphitheatre,Conference Room,Recreational Pool,Visitor Parking,Guest Accommodation,Kids Play Pool With Water Slides,Concierge Services,Mini Cinema Theatre,Indoor Games Room,Outdoor Tennis Courts,Flower Gardens,Vaastu Compliant,Health club with Steam / Jaccuzi,CCTV Camera,Cricket net practice,Bar/Lounge,Club House,Air Conditioned,Canopy Walk,Fire Fighting Equipment,Private Terrace/Garden,Cycling & Jogging Track,RO Water System,Activity Deck4,Power Back Up,Reserved Parking,Barbeque Pit,Dance Studio,Kids Club,Service/Goods Lift,Retail Boulevard (Retail Shops),Waste Disposal,Lift,Library,Laundry Service,Rentable Community Space,Indoor Squash & Badminton Courts,Maintenance Staff,Jogging and Strolling Track,Library And Business Centre,Water Storage,Multipurpose Hall,Coffee Lounge & Restaurants,Gymnasium,Swimming Pool,Arts & Craft Studio
Chandigarh,1,2,9,"May 06, '23",Furnished,9,1,3,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,24000,32.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,9,"Jun 19, '23",Semi-Furnished,9,Ground,3,Rent,Zirakpur,9,9,30.6425496,76.8173359,9,9,9,9,9,9,9,17000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,1,1,9,"Jun 24, '23",Semi-Furnished,9,2,3,Rent,Sector-44,9,9,30.7127179,76.7524087,9,9,9,9,9,9,9,15000,27.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,2,2,2,"Jun 25, '23",Furnished,9,3,3,Rent,9,1500,Sq-ft,9.0,9.0,9,,"1,20,000",9,9,"1,80,000",9,60000,30.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,1,2,9,"Jun 25, '23",Semi-Furnished,9,Ground,3,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,13500,34.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,3,"Jun 27, '23",Semi-Furnished,East,Ground,2,Rent,Zirakpur,2000,Sq-ft,30.6425496,76.8173359,9,"45,000","1,00,000",500,Monthly,"1,45,500",9,45000,22.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,1,1,9,"Jun 27, '23",Furnished,9,1,1,Rent,Sector 47,9,9,30.6947484,76.7697201,9,9,9,9,9,9,9,6000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,3,"Jun 11, '23",Semi-Furnished,9,1,4,Rent,AKS Colony,1500,Sq-ft,30.7399738,76.7567368,9,"26,000","1,50,000","3,000",Monthly,"1,79,000",9,26000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,9,"May 20, '23",Semi-Furnished,9,1,3,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,26000,13.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,1,"Jun 16, '23",Semi-Furnished,9,2,3,Rent,Kharar,800,Sq-ft,30.701162,76.661709,9,,"15,000",9,9,"30,000",9,15000,12.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Chandigarh,3,3,2,"May 26, '23",Semi-Furnished,9,1,1,Rent,Eco City 1,2100,Sq-ft,30.805189,76.737755,9,"25,000","28,000",500,Monthly,"53,500",9,25000,10.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,1,2,2,"Jun 24, '23",Furnished,9,1,2,Rent,Sector-33,1000,Sq-ft,30.713773727416992,76.7696762084961,9,"19,000","19,000","19,000",Monthly,"57,000",9,19000,17.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,2,3,9,"Jun 25, '23",Unfurnished,9,2,3,Rent,Sector-49,9,9,30.693156,76.750085,9,9,9,9,9,9,9,27400,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chandigarh,1,2,9,"May 05, '23",Furnished,North - East,1,1,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,28000,19.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,9,2,"May 27, '23",Semi-Furnished,North - East,2,2,Rent,Sector 21,2800,Sq-ft,30.726390838623047,76.7754898071289,9,9,9,9,9,9,9,90000,30.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,1,"Jun 11, '23",Semi-Furnished,9,2,2,Rent,Sector-49,1470,Sq-ft,28.56416,77.37237,9,"30,000","30,000",800,Monthly,"60,800",9,30000,18.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,9,"Jun 20, '23",Unfurnished,East,1,1,Rent,Sector-34,9,9,30.7195549,76.7639499,9,9,9,9,9,9,9,60000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,1,9,9,"Jun 24, '23",Furnished,9,2,4,Rent,Sector-49,9,9,30.6929607,76.7524087,9,9,9,9,9,9,9,9500,19.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,2,2,1,"Jun 21, '23",Unfurnished,9,2,2,Rent,Sector 44B,1000,Sq-ft,30.712873,76.757203,9,,"30,000",9,9,"56,500",9,26500,26.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,1,1,2,"Jun 24, '23",Unfurnished,North - East,2,2,Rent,Sector 48,900,Sq-ft,30.687911987304688,76.7581787109375,9,,"10,000",9,9,"21,000",9,11000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,4,"Jun 22, '23",Furnished,9,11,12,Rent,Zirakpur,9,9,30.6425496,76.8173359,9,9,9,9,9,9,9,23000,12.0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
Chandigarh,2,1,9,"Jun 22, '23",Semi-Furnished,North - East,4,5,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,18500,25.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,9,3,9,"Jun 27, '23",9,9,9,9,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,35000,22.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,2,3,"Jun 27, '23",Furnished,East,2,4,Rent,Zirakpur,1350,Sq-ft,30.6425496,76.8173359,1,,"30,000",9,9,"54,000",9,24000,11.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
Chandigarh,3,3,9,"Jun 15, '23",Semi-Furnished,9,1,3,Rent,Patiala Road,900,Sq-ft,30.6349922,76.8055072,None,"14,000",9,200,Monthly,"14,200",9,14000,10.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,2,"May 11, '23",Semi-Furnished,9,2,3,Rent,Sector 20,1600,Sq-ft,30.723486535763794,76.78103985893505,None,"48,000","48,000","2,000",Monthly,"98,000",9,48000,19.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,2,2,3,"Jun 22, '23",Semi-Furnished,East,3,3,Rent,Sector-49,1200,Sq-ft,30.699892044067383,76.77030181884766,9,,"17,000",9,9,"34,000",9,17000,14.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,2,2,1,"Jun 15, '23",Furnished,9,2,3,Rent,Sector 40,1700,Sq-ft,30.736324310302734,76.73509216308594,9,,"28,000",9,9,"70,000",15 days,28000,12.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,9,"Apr 24, '23",Furnished,9,11,15,Rent,Zirakpur,9,9,30.6397626,76.8254265,9,9,9,9,9,9,9,45000,25.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
Chandigarh,1,1,9,"Jun 17, '23",Unfurnished,West,Ground,1,Rent,Sector 38 West,600,Sq-ft,30.745683670043945,76.7437515258789,9,,"10,000",9,9,"21,000",9,11000,18.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Chandigarh,3,3,3,"Jun 02, '23",Semi-Furnished,East,4,11,Rent,Zirakpur,9,9,30.6425496,76.8173359,9,"18,000","18,000","3,000",Monthly,"48,000",15 days,18000,10.0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
Patna,1,1,2,"Jun 25, '23",Semi-Furnished,9,6,6,Rent,Nohsa,1000,Sq-ft,25.564334869384766,85.05638885498047,9,9,9,9,9,9,9,9000,11.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,3,"Jun 25, '23",Unfurnished,North - East,7,14,Rent,Danapur Khagaul Road,1000,Sq-ft,25.594183,85.137647,9,"21,000","75,000","5,000",Monthly,"1,01,000",9,21000,13.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,3,"Jun 25, '23",Semi-Furnished,9,2,3,Rent,RPS More,1038,Sq-ft,25.607489,85.049377,9,"9,000","9,000",500,Monthly,"18,500",9,9000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 25, '23",Semi-Furnished,9,3,4,Rent,Chitragupta Nagar,1250,Sq-ft,25.595272,85.16692,9,9,9,9,9,9,9,14000,8.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,9,"Jun 26, '23",Semi-Furnished,East,3,4,Rent,Rajeev Nagar,9,9,25.631892,85.093396,None,,"9,000",9,9,"22,000",9,13000,6.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,9,3,9,"Jun 24, '23",9,9,9,9,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,13000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 22, '23",Semi-Furnished,East,3,6,Rent,Saguna More,1400,Sq-ft,25.622683,85.040283,9,"14,800","30,000","1,500",Monthly,"46,300",9,14800,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 28, '23",Furnished,9,2,6,Rent,Danapur,9,9,25.6050306,84.9987428,9,"10,000","10,000",500,Monthly,"20,500",9,10000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,3,"Jun 27, '23",Unfurnished,South - East,1,6,Rent,9,1200,Sq-ft,9.0,9.0,9,"9,000","9,000","1,000",Monthly,"19,000",9,9000,7.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 24, '23",Unfurnished,North,1,4,Rent,Lalji Tola,1040,Sq-ft,25.605076,85.14404,9,9,9,9,9,9,9,18000,16.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,1,"Jun 28, '23",Semi-Furnished,9,3,3,Rent,Shivpuri,400,Sq-ft,25.614093,85.109489,9,"10,000",9,100,Monthly,"10,100",9,10000,20.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,1,"Jun 27, '23",Semi-Furnished,East,Ground,6,Rent,Kidwaipur Postal Colony,1100,Sq-ft,25.6143326,85.124597,1,"14,000","14,000",500,Monthly,"28,500",9,14000,14.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,2,"Jun 27, '23",Furnished,9,5,6,Rent,Kumhrar,950,Sq-ft,25.5930895,85.1850055,9,"25,000","50,000","1,500",Monthly,"76,500",9,25000,21.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Patna,2,3,9,"Jun 27, '23",Semi-Furnished,South -West,5,5,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,12000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,3,3,9,"Jun 27, '23",Semi-Furnished,9,9,14,Rent,Bailey Road,9,9,25.622954,85.136375,9,9,9,9,9,9,9,51000,22.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,1,1,"Jun 28, '23",Unfurnished,9,3,3,Rent,Lohanipur,601,Sq-ft,25.6068873,85.1532253,9,"10,000","20,000",300,Monthly,"30,300",9,10000,17.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"Jun 27, '23",Semi-Furnished,9,3,5,Rent,Shekhpura,9,9,25.498655319213867,84.97785186767578,9,9,9,9,9,9,9,22000,16.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,4,3,4,"Jun 22, '23",Furnished,9,2,3,Rent,Gardanibagh,1000,Sq-ft,25.5952699,85.1284876,9,"9,000","3,000","1,000",Monthly,"13,000",9,9000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,3,"Jun 24, '23",Unfurnished,East,1,4,Rent,Gola Road,1300,Sq-ft,25.617450714111328,85.14981079101562,9,9,9,9,9,9,9,18000,14.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,9,2,9,"Jun 15, '23",9,9,9,9,Rent,Patna Gaya Road,9,9,25.5760096873981,85.1267373031612,9,9,9,9,9,9,9,7000,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Patna,2,2,1,"Apr 19, '23",Unfurnished,9,2,5,Rent,Hanuman Nagar,9,9,25.5904797,85.1621946,9,"15,000",9,"1,600",Monthly,"16,600",9,15000,13.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,9,"Jun 20, '23",Semi-Furnished,9,2,4,Rent,Bailey Road,9,9,25.6039915,85.1052187,9,9,9,9,9,9,9,7000,8.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,1,"May 01, '23",Unfurnished,9,4,4,Rent,9,700,Sq-ft,9.0,9.0,9,9,9,9,9,9,9,6300,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,2,1,"May 13, '23",Furnished,North,3,4,Rent,Danapur,1100,Sq-ft,25.6355556,85.0408333,9,"9,500",9,"1,000",Monthly,"10,500",9,9500,8.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,3,2,"May 13, '23",Unfurnished,9,3,7,Rent,Danapur,1100,Sq-ft,25.605898,85.05633,9,"21,000","21,000","2,000",Monthly,"44,000",9,21000,14.0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
Patna,2,2,9,"Jun 15, '23",Unfurnished,9,5,6,Rent,Lekha Nagar,9,9,25.589714,85.044477,9,9,9,9,9,9,9,10000,9.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,1,2,9,"Jun 27, '23",Semi-Furnished,South -West,1,3,Rent,9,9,9,9.0,9.0,9,9,9,9,9,9,9,10000,8.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Patna,2,1,2,"May 21, '23",Unfurnished,North - East,5,5,Rent,Bailey Road,1000,Sq-ft,25.6039915,85.1052187,9,"15,000","45,000","1,400",Monthly,"61,400",9,15000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
